X,Y,Datetime,Latitude,Longitude,FRP(mw),Firesize(km2),temp(k),Category,Description
560157.300303606665693,-3348252.80444792099297,2015-12-19 06:10:00,-30.6422,137.9082,-9999,-9999,-9999,15, Low Possibility
587060.546575466170907,-3369898.362093333154917,2015-12-19 06:10:00,-30.8238,138.2026,-9999,-9999,-9999,15, Low Possibility
807983.180053024669178,-3381996.735604794230312,2015-12-19 06:10:00,-30.8179,140.5393,-9999,-9999,-9999,15, Low Possibility
834293.478560436982661,-3383786.769163901917636,2015-12-19 06:10:00,-30.8179,140.8178,-9999,-9999,-9999,15, Low Possibility
803047.780524503439665,-3394545.147928801365197,2015-12-19 06:10:00,-30.9326,140.4961,-9999,-9999,-9999,15, Low Possibility
814847.257715928601101,-3400490.11122633330524,2015-12-19 06:10:00,-30.9785,140.6248,-9999,-9999,-9999,15, Low Possibility
820572.066249111318029,-3406043.022829452995211,2015-12-19 06:10:00,-31.0245,140.6892,-9999,-9999,-9999,15, Low Possibility
596970.073870367486961,-3401226.034885921981186,2015-12-19 06:10:00,-31.0988,138.3235,57.26,0.192175,413.3,10, Processed
830176.250336950994097,-3414447.801893479656428,2015-12-19 06:10:00,-31.0935,140.7967,-9999,-9999,-9999,15, Low Possibility
588654.386042341473512,-3403440.881961571518332,2015-12-19 06:10:00,-31.1222,138.2367,-9999,-9999,-9999,15, Low Possibility
596776.607609360129572,-3403795.592893212102354,2015-12-19 06:10:00,-31.1218,138.3228,-9999,-9999,-9999,15, Low Possibility
602304.113794865435921,-3411796.669503462035209,2015-12-19 06:10:00,-31.1907,138.3855,-9999,-9999,-9999,12, Cloudy
595255.480648399563506,-3424407.170682021416724,2015-12-19 06:10:00,-31.3063,138.3175,-9999,-9999,-9999,15, Low Possibility
587246.203130565001629,-3449996.988413725048304,2015-12-19 06:10:00,-31.5381,138.2459,28.87,0.030295,471.4,10, Processed
703992.625978932250291,-3500092.104763069190085,2015-12-19 06:10:00,-31.9289,139.5163,-9999,-9999,-9999,15, Low Possibility
647758.265602695057169,-3515433.253755433019251,2015-12-19 06:10:00,-32.0942,138.926,-9999,-9999,-9999,15, Low Possibility
902268.967942393268459,-3188085.425924217328429,2015-12-19 06:20:00,-29.0335,141.3821,45.41,0.07531,445.6,10, Processed
722390.531527439830825,-3211409.674346011597663,2015-12-19 06:20:00,-29.3471,139.5308,-9999,-9999,-9999,15, Low Possibility
797071.401086413767189,-3215922.050071894656867,2015-12-19 06:20:00,-29.346,140.3103,-9999,-9999,-9999,15, Low Possibility
744249.376005919883028,-3217696.545467682182789,2015-12-19 06:20:00,-29.3914,139.7621,50.15,0.176004,410.3,10, Processed
567843.707169830449857,-3244241.694795270450413,2015-12-19 06:20:00,-29.7121,137.9382,-9999,-9999,-9999,15, Low Possibility
572809.90673297829926,-3259615.606930083595216,2015-12-19 06:20:00,-29.847,137.9976,-9999,-9999,-9999,15, Low Possibility
574833.677412302233279,-3259699.628524485975504,2015-12-19 06:20:00,-29.8469,138.0188,35.04,0.073415,434.8,10, Processed
605948.874975829967298,-3278784.780192024540156,2015-12-19 06:20:00,-30.0035,138.354,-9999,-9999,-9999,15, Low Possibility
538881.56144688767381,-3278560.355416342616081,2015-12-19 06:20:00,-30.0296,137.6516,59.54,0.16185,422,10, Processed
921123.206879467237741,-3300637.810267401859164,2015-12-19 06:20:00,-30.0219,141.6658,-9999,-9999,-9999,15, Low Possibility
600784.105990282492712,-3293804.262621132656932,2015-12-19 06:20:00,-30.1396,138.3077,-9999,-9999,-9999,15, Low Possibility
563555.834056033170782,-3302412.623006750829518,2015-12-19 06:20:00,-30.2322,137.9216,-9999,-9999,-9999,15, Low Possibility
558740.20344505389221,-3312411.823175169061869,2015-12-19 06:20:00,-30.3233,137.8759,48.88,0.017811,543.5,10, Processed
580868.421079131774604,-3315874.171591751743108,2015-12-19 06:20:00,-30.3449,138.11,-9999,-9999,-9999,15, Low Possibility
592849.737956960918382,-3318933.401234118733555,2015-12-19 06:20:00,-30.367,138.2374,-9999,-9999,-9999,15, Low Possibility
541755.629962293896824,-3321952.003384285606444,2015-12-19 06:20:00,-30.4152,137.702,56.35,0.098722,443.5,10, Processed
588376.775894487742335,-3351992.420758109074086,2015-12-19 06:20:00,-30.6636,138.2073,-9999,-9999,-9999,15, Low Possibility
595744.951704327366315,-3362572.449412572197616,2015-12-19 06:20:00,-30.7547,138.2904,-9999,-9999,-9999,15, Low Possibility
571192.1867554691853,-3364090.647617691196501,2015-12-19 06:20:00,-30.7788,138.0323,-9999,-9999,-9999,15, Low Possibility
583372.546069516800344,-3364605.051628286018968,2015-12-19 06:20:00,-30.7782,138.161,-9999,-9999,-9999,15, Low Possibility
571004.87198639602866,-3366650.254075176082551,2015-12-19 06:20:00,-30.8017,138.0316,-9999,-9999,-9999,15, Low Possibility
585216.968147241976112,-3367251.594120275229216,2015-12-19 06:20:00,-30.801,138.1818,49.69,0.058003,465.5,10, Processed
604761.729691580520011,-3378387.636630670167506,2015-12-19 06:20:00,-30.8917,138.3938,-9999,-9999,-9999,12, Cloudy
592393.777461291872896,-3380410.18827170226723,2015-12-19 06:20:00,-30.9152,138.2643,-9999,-9999,-9999,15, Low Possibility
602544.116552701918408,-3380867.706690860912204,2015-12-19 06:20:00,-30.9148,138.3717,38.66,0.043193,468,10, Processed
605660.721819974249229,-3393876.762435421813279,2015-12-19 06:20:00,-31.0294,138.4115,-9999,-9999,-9999,15, Low Possibility
602304.113794865435921,-3411796.669503462035209,2015-12-19 06:20:00,-31.1907,138.3855,50.87,0.053746,471.1,10, Processed
844920.454607875784859,-3467333.10132196592167,2015-12-19 06:20:00,-31.5555,140.9918,-9999,-9999,-9999,15, Low Possibility
881959.534135643858463,-3189093.348381808958948,2015-12-19 06:30:00,-29.0556,141.1724,44.57,0.094926,432.9,10, Processed
890011.954493031371385,-3189686.381567051634192,2015-12-19 06:30:00,-29.0557,141.2563,49.33,0.001832,814.2,10, Processed
894043.222311101970263,-3189979.637669027782977,2015-12-19 06:30:00,-29.0557,141.2983,56,0.034244,505.2,10, Processed
900089.121598606463522,-3190433.192765287123621,2015-12-19 06:30:00,-29.0558,141.3613,59.71,0.203113,411.2,10, Processed
902104.644664637045935,-3190581.311590927653015,2015-12-19 06:30:00,-29.0558,141.3823,67.79,0.178741,422.7,10, Processed
889850.086592122563161,-3192182.406766944099218,2015-12-19 06:30:00,-29.078,141.2565,53.52,0.042438,488.1,10, Processed
901940.315110403345898,-3193077.175837805960327,2015-12-19 06:30:00,-29.0781,141.3825,58.11,0.231909,404.4,10, Processed
903955.403543703374453,-3193225.598919763695449,2015-12-19 06:30:00,-29.0781,141.4035,-9999,-9999,-9999,15, Low Possibility
893545.545873841736466,-3197466.787997423205525,2015-12-19 06:30:00,-29.1226,141.2988,-9999,-9999,-9999,15, Low Possibility
899587.753072859952226,-3197920.096473043318838,2015-12-19 06:30:00,-29.1227,141.3618,53.27,0.191214,408.8,10, Processed
901602.045477359904908,-3198068.132784515153617,2015-12-19 06:30:00,-29.1227,141.3828,55.9,0.235902,402.1,10, Processed
911181.018954378552735,-3206334.464148788247257,2015-12-19 06:30:00,-29.1899,141.4885,48.67,0.153158,414.7,10, Processed
862291.954392801271752,-3210271.568993207532912,2015-12-19 06:30:00,-29.2564,140.984,15.7,0.013923,481.4,10, Processed
544662.962509822682478,-3200485.950102435424924,2015-12-19 06:30:00,-29.3317,137.6758,47.85,0.154794,413.9,10, Processed
544474.689845596789382,-3202992.179138917010278,2015-12-19 06:30:00,-29.3541,137.675,47.78,0.168148,410.2,10, Processed
616414.048694538418204,-3218584.712132435292006,2015-12-19 06:30:00,-29.4626,138.4318,-9999,-9999,-9999,15, Low Possibility
614591.816449675359763,-3243721.594489127397537,2015-12-19 06:30:00,-29.6873,138.426,-9999,-9999,-9999,15, Low Possibility
551632.74872660334222,-3243588.230685830581933,2015-12-19 06:30:00,-29.7129,137.7686,-9999,-9999,-9999,15, Low Possibility
589009.273007773328573,-3260297.646212382242084,2015-12-19 06:30:00,-29.8462,138.1673,-9999,-9999,-9999,15, Low Possibility
643308.099200513097458,-3267847.373193423263729,2015-12-19 06:30:00,-29.889,138.739,-9999,-9999,-9999,15, Low Possibility
536475.297162930364721,-3283548.450352153740823,2015-12-19 06:30:00,-30.075,137.6287,52.15,0.068726,458.3,10, Processed
565766.907927336753346,-3299956.998945237603039,2015-12-19 06:30:00,-30.2094,137.9436,36.63,0.010851,560.3,10, Processed
607779.296810731757432,-3309392.720034470316023,2015-12-19 06:30:00,-30.2754,138.3892,-9999,-9999,-9999,15, Low Possibility
558740.20344505389221,-3312411.823175169061869,2015-12-19 06:30:00,-30.3233,137.8759,47.32,0.015342,552.9,10, Processed
550440.789316672366112,-3314635.575351306702942,2015-12-19 06:30:00,-30.3465,137.7898,57.41,0.153527,423.1,10, Processed
592658.563851649174467,-3321482.412880816031247,2015-12-19 06:30:00,-30.3898,138.2367,-9999,-9999,-9999,15, Low Possibility
575685.738261266844347,-3330975.87576104933396,2015-12-19 06:30:00,-30.4817,138.0631,-9999,-9999,-9999,15, Low Possibility
561099.804912927909754,-3335486.003778379876167,2015-12-19 06:30:00,-30.528,137.9119,-9999,-9999,-9999,15, Low Possibility
570306.665835757507011,-3348670.684856413863599,2015-12-19 06:30:00,-30.6417,138.0153,-9999,-9999,-9999,15, Low Possibility
897534.233577920123935,-3380674.50743877934292,2015-12-19 06:30:00,-30.7498,141.4814,-9999,-9999,-9999,15, Low Possibility
592585.670890596462414,-3377851.201379407197237,2015-12-19 06:30:00,-30.8923,138.265,34.61,0.009858,563.7,10, Processed
833771.361364652751945,-3391476.605148302856833,2015-12-19 06:30:00,-30.8867,140.8179,-9999,-9999,-9999,15, Low Possibility
592201.365920180804096,-3382980.307996687013656,2015-12-19 06:30:00,-30.9382,138.2636,-9999,-9999,-9999,15, Low Possibility
593037.462813195423223,-3426898.563825655262917,2015-12-19 06:30:00,-31.3295,138.2953,38.2,0.013987,543.1,10, Processed
746244.163294444791973,-3450442.805484350305051,2015-12-19 06:30:00,-31.4633,139.9334,-9999,-9999,-9999,15, Low Possibility
591608.451042087865062,-3473599.793868597596884,2015-12-19 06:30:00,-31.7468,138.3046,31.63,0.049243,449.4,10, Processed
901766.385544545599259,-3195572.312419209163636,2015-12-19 06:40:00,-29.1004,141.3826,33.69,0.059912,442,10, Processed
903615.488692298065871,-3198227.685699804220349,2015-12-19 06:40:00,-29.1228,141.4038,42.01,0.080629,438.1,10, Processed
905639.322051129187457,-3198377.092950291931629,2015-12-19 06:40:00,-29.1228,141.4249,41.58,0.07554,440.9,10, Processed
893372.434695913805626,-3199973.18018432892859,2015-12-19 06:40:00,-29.145,141.2989,48.58,0.148531,416,10, Processed
619208.817372703459114,-3292091.012424513231963,2015-12-19 06:40:00,-30.1161,138.4999,-9999,-9999,-9999,15, Low Possibility
547888.890610602102242,-3294155.93285371735692,2015-12-19 06:40:00,-30.165,137.7533,41.56,0.014685,545.9,10, Processed
545490.406414225115441,-3299153.365069733466953,2015-12-19 06:40:00,-30.2105,137.7305,-9999,-9999,-9999,12, Cloudy
557467.73555130965542,-3302165.421851229388267,2015-12-19 06:40:00,-30.2325,137.8576,-9999,-9999,-9999,15, Low Possibility
716583.086268768063746,-3322569.384858872741461,2015-12-19 06:40:00,-30.3399,139.5387,-9999,-9999,-9999,15, Low Possibility
590635.531096066697501,-3321394.964965299703181,2015-12-19 06:40:00,-30.3899,138.2154,-9999,-9999,-9999,15, Low Possibility
610532.877854129415937,-3327373.61247076606378,2015-12-19 06:40:00,-30.4344,138.4276,-9999,-9999,-9999,15, Low Possibility
709795.747250042273663,-3332397.742549530696124,2015-12-19 06:40:00,-30.431,139.4735,34.89,0.06748,438.5,10, Processed
575685.738261266844347,-3330975.87576104933396,2015-12-19 06:40:00,-30.4817,138.0631,-9999,-9999,-9999,15, Low Possibility
761521.437745188595727,-3348226.177409974858165,2015-12-19 06:40:00,-30.544,140.0272,-9999,-9999,-9999,15, Low Possibility
578607.178051570197567,-3346450.881101818755269,2015-12-19 06:40:00,-30.6184,138.1016,-9999,-9999,-9999,15, Low Possibility
588005.008839391288348,-3357100.867926760576665,2015-12-19 06:40:00,-30.7093,138.206,-9999,-9999,-9999,15, Low Possibility
568783.615155888372101,-3369125.1061099646613,2015-12-19 06:40:00,-30.8247,138.0094,-9999,-9999,-9999,15, Low Possibility
604946.781606116797775,-3375828.314403985161334,2015-12-19 06:40:00,-30.8688,138.3944,-9999,-9999,-9999,15, Low Possibility
612881.986823359853588,-3378752.241562150418758,2015-12-19 06:40:00,-30.8913,138.4797,-9999,-9999,-9999,15, Low Possibility
616598.490616931696422,-3216067.604683749377728,2015-12-19 06:50:00,-29.4401,138.4324,-9999,-9999,-9999,15, Low Possibility
772164.22244749951642,-3224426.993805295787752,2015-12-19 06:50:00,-29.4359,140.0569,13.32,-9999,-9999,15, Low Possibility
574284.376306259189732,-3239446.749320301692933,2015-12-19 06:50:00,-29.6667,138.0031,-9999,-9999,-9999,15, Low Possibility
821185.437673292122781,-3278148.759024788159877,2015-12-19 06:50:00,-29.8855,140.6046,-9999,-9999,-9999,15, Low Possibility
601511.633197176852264,-3311661.693170653656125,2015-12-19 06:50:00,-30.2984,138.3246,-9999,-9999,-9999,15, Low Possibility
598371.803164295735769,-3326834.689809856470674,2015-12-19 06:50:00,-30.435,138.2995,-9999,-9999,-9999,15, Low Possibility
585451.2101030042395,-3336503.565162594430149,2015-12-19 06:50:00,-30.5268,138.1686,-9999,-9999,-9999,15, Low Possibility
713123.006496474146843,-3342819.92518948437646,2015-12-19 06:50:00,-30.5221,139.5149,-9999,-9999,-9999,15, Low Possibility
587814.16352414607536,-3359660.379831772763282,2015-12-19 06:50:00,-30.7322,138.2053,-9999,-9999,-9999,12, Cloudy
568596.265854313387536,-3371695.826965187676251,2015-12-19 06:50:00,-30.8477,138.0087,-9999,-9999,-9999,15, Low Possibility
828487.583462290349416,-3230586.804944486357272,2015-12-19 07:00:00,-29.4579,140.6472,32.42,0.015779,521.3,10, Processed
547326.505398712703027,-3301771.682183803990483,2015-12-19 07:00:00,-30.2331,137.751,-9999,-9999,-9999,15, Low Possibility
603352.967595542198978,-3314289.216826093383133,2015-12-19 07:00:00,-30.321,138.3453,-9999,-9999,-9999,15, Low Possibility
564593.910308232181706,-3343310.160701081622392,2015-12-19 07:00:00,-30.5963,137.9525,-9999,-9999,-9999,15, Low Possibility
585597.647718103020452,-3362132.768934797961265,2015-12-19 07:00:00,-30.7552,138.1832,-9999,-9999,-9999,15, Low Possibility
593709.838853842811659,-3362483.553133503999561,2015-12-19 07:00:00,-30.7548,138.2689,-9999,-9999,-9999,15, Low Possibility
569166.814294109586626,-3364006.329643459990621,2015-12-19 07:00:00,-30.7789,138.0109,-9999,-9999,-9999,15, Low Possibility
571192.1867554691853,-3364090.647617691196501,2015-12-19 07:00:00,-30.7788,138.0323,-9999,-9999,-9999,15, Low Possibility
582592.550798148615286,-3457592.899236391764134,2015-12-19 07:00:00,-31.6079,138.2004,-9999,-9999,-9999,15, Low Possibility
574247.989495897199959,-3514661.312219053972512,2015-12-19 07:00:00,-32.1209,138.1409,21.78,0.064152,418,10, Processed
724412.852778122061864,-3211517.955304907634854,2015-12-19 07:10:00,-29.347,139.5519,-9999,-9999,-9999,15, Low Possibility
893547.742081508971751,-3227648.752390806563199,2015-12-19 07:10:00,-29.391,141.3217,-9999,-9999,-9999,15, Low Possibility
556986.214090439490974,-3226129.818239085841924,2015-12-19 07:10:00,-29.5552,137.8162,35.24,0.012264,547,10, Processed
560295.335554120014422,-3236361.185323064681143,2015-12-19 07:10:00,-29.645,137.8556,43.05,0.004856,655.4,10, Processed
686612.51771900348831,-3343925.478051340673119,2015-12-19 07:10:00,-30.5456,139.2368,38.27,0.113959,417.4,10, Processed
821522.739300302928314,-3362359.794181083329022,2015-12-19 07:10:00,-30.6349,140.6679,7.42,-9999,-9999,15, Low Possibility
570944.598897545249201,-3394952.818491196725518,2015-12-19 07:10:00,-31.0541,138.0451,-9999,-9999,-9999,15, Low Possibility
629612.353539245203137,-3428578.653253136202693,2015-12-19 07:10:00,-31.3279,138.6838,28.48,0.058701,434.6,10, Processed
536633.837905177497305,-3471347.174079285934567,2015-12-19 07:10:00,-31.7498,137.7185,-9999,-9999,-9999,15, Low Possibility
580079.445098021067679,-3491365.198815207928419,2015-12-19 07:10:00,-31.9104,138.1911,-9999,-9999,-9999,15, Low Possibility
628930.765206000418402,-3493576.714392026886344,2015-12-19 07:10:00,-31.9081,138.7128,-9999,-9999,-9999,15, Low Possibility
579887.632676202105358,-3493966.04598195059225,2015-12-19 07:10:00,-31.9337,138.1904,26.13,0.042267,447,10, Processed
574439.185465602669865,-3512049.869914409704506,2015-12-19 07:10:00,-32.0975,138.1416,-9999,-9999,-9999,15, Low Possibility
632745.336981139029376,-3525179.93456384120509,2015-12-19 07:10:00,-32.1884,138.7713,-9999,-9999,-9999,15, Low Possibility
661201.20376571896486,-3188049.695087329018861,2015-12-19 07:20:00,-29.1699,138.8811,-9999,-9999,-9999,15, Low Possibility
536610.258975741337053,-3309001.404865731485188,2015-12-19 07:20:00,-30.3018,137.6419,-9999,-9999,-9999,15, Low Possibility
635042.389757120865397,-3325972.887679615523666,2015-12-19 07:20:00,-30.4107,138.6844,-9999,-9999,-9999,15, Low Possibility
590404.177762510604225,-3352079.956354673020542,2015-12-19 07:20:00,-30.6635,138.2287,-9999,-9999,-9999,15, Low Possibility
590222.859663957031444,-3354628.809909782372415,2015-12-19 07:20:00,-30.6863,138.2281,-9999,-9999,-9999,15, Low Possibility
872909.410876379813999,-3383979.838972168508917,2015-12-19 07:20:00,-30.7953,141.2247,-9999,-9999,-9999,15, Low Possibility
602544.116552701918408,-3380867.706690860912204,2015-12-19 07:20:00,-30.9148,138.3717,-9999,-9999,-9999,15, Low Possibility
530634.244790476164781,-3523414.166427004616708,2015-12-19 07:20:00,-32.2171,137.6793,35.01,0.095978,421.4,10, Processed
586233.664757519145496,-3187089.668098841328174,2015-12-19 07:30:00,-29.1953,138.1017,3.66,-9999,-9999,15, Low Possibility
531022.509278433746658,-3220103.249647994060069,2015-12-19 07:30:00,-29.5118,137.5427,45.98,0.027636,506.4,10, Processed
716057.497489964356646,-3243816.033358451444656,2015-12-19 07:30:00,-29.6389,139.4847,8.14,-9999,-9999,15, Low Possibility
619751.576829286757857,-3312489.36152010364458,2015-12-19 07:30:00,-30.2976,138.5165,-9999,-9999,-9999,15, Low Possibility
590031.554875043337233,-3357188.341633323114365,2015-12-19 07:30:00,-30.7092,138.2274,-9999,-9999,-9999,15, Low Possibility
577664.456026350730099,-3359227.358062292449176,2015-12-19 07:30:00,-30.7327,138.0981,1.31,-9999,-9999,15, Low Possibility
582103.55321562604513,-3436800.663615537341684,2015-12-19 07:30:00,-31.4226,138.1845,37.55,0.085551,430.2,10, Processed
634655.498364265658893,-3499078.204539535101503,2015-12-19 07:30:00,-31.9545,138.7769,-9999,-9999,-9999,15, Low Possibility
588195.884813263546675,-3354541.304423124529421,2015-12-19 07:40:00,-30.6864,138.2067,30.27,0.029856,475.1,10, Processed
591634.307440094999038,-3390679.601584341842681,2015-12-19 07:40:00,-31.0071,138.2616,-9999,-9999,-9999,15, Low Possibility
558556.727185871684924,-3314950.256831618025899,2015-12-19 07:50:00,-30.346,137.8752,-9999,-9999,-9999,15, Low Possibility
536677.561422749888152,-3416842.454346590209752,2015-12-19 08:00:00,-31.2634,137.6931,5.86,-9999,-9999,15, Low Possibility
547605.434103425242938,-3461356.674890275113285,2015-12-19 08:00:00,-31.6562,137.8304,-9999,-9999,-9999,15, Low Possibility
547605.434103425242938,-3461356.674890275113285,2015-12-19 08:10:00,-31.6562,137.8304,-9999,-9999,-9999,15, Low Possibility
677515.673320611123927,-3272104.563351957593113,2015-12-19 08:20:00,-29.9104,139.0991,-9999,-9999,-9999,15, Low Possibility
575222.466592395794578,-3501615.355117871891707,2015-12-19 08:20:00,-32.004,138.1446,-9999,-9999,-9999,15, Low Possibility
556523.137107883114368,-3314868.06088334415108,2015-12-19 10:30:00,-30.3461,137.8538,-9999,-9999,-9999,15, Low Possibility
610183.912437588907778,-3443227.355174961965531,2015-12-19 10:40:00,-31.4675,138.4858,-9999,-9999,-9999,15, Low Possibility
528968.636754832579754,-3247792.72516055079177,2015-12-19 16:00:00,-29.7593,137.5338,-9999,-9999,-9999,15, Low Possibility
688680.522387533332221,-3429002.105167096480727,2015-12-19 16:10:00,-31.3028,139.3098,-9999,-9999,-9999,15, Low Possibility
603360.694176311953925,-3230598.566041237208992,2015-12-19 17:20:00,-29.5754,138.302,-9999,-9999,-9999,15, Low Possibility
629507.735070124617778,-3262119.545734477229416,2015-12-19 17:30:00,-29.8444,138.5916,26.36,-9999,-9999,14, Medium Possibility
834878.625019986997359,-3495307.184415380470455,2015-12-19 18:00:00,-31.8111,140.906,-9999,-9999,-9999,15, Low Possibility
627849.259076088084839,-3256981.974718400277197,2015-12-19 22:10:00,-29.7994,138.5715,26.7,0.00157,740.1,10, Processed
870546.907400502939709,-3388953.580431949347258,2015-12-19 23:10:00,-30.8411,141.2036,-9999,-9999,-9999,15, Low Possibility
870205.91417385567911,-3394073.146223238203675,2015-12-19 23:10:00,-30.8869,141.2039,-9999,-9999,-9999,15, Low Possibility
870029.890125210513361,-3396643.676296710502356,2015-12-19 23:10:00,-30.9099,141.204,-9999,-9999,-9999,15, Low Possibility
859051.018607856938615,-3499644.926663349382579,2015-12-19 23:10:00,-31.8345,141.1663,-9999,-9999,-9999,15, Low Possibility
858882.813207494909875,-3502246.906524263788015,2015-12-19 23:10:00,-31.8578,141.1665,-9999,-9999,-9999,15, Low Possibility
862763.027387462556362,-3505151.696624674834311,2015-12-19 23:10:00,-31.8812,141.21,19.66,0.085876,400.8,10, Processed
862584.585800561239012,-3507752.785159542690963,2015-12-19 23:10:00,-31.9045,141.2101,19.21,0.009755,518.2,10, Processed
864622.743954521953128,-3507900.148836130276322,2015-12-19 23:10:00,-31.9045,141.2319,16.14,0.039488,426.2,10, Processed
608630.71124581026379,-3381139.411128522828221,2015-12-19 23:20:00,-30.9145,138.4361,-9999,-9999,-9999,15, Low Possibility
814197.753207667730749,-3320934.596375341061503,2015-12-21 21:40:00,-30.2705,140.5616,13.58,-9999,-9999,15, Low Possibility
777094.808264313032851,-3270210.60788425244391,2015-12-21 22:00:00,-29.8406,140.1386,16.46,-9999,-9999,15, Low Possibility
714635.940937684732489,-3263972.345908920746297,2015-12-21 22:10:00,-29.8191,139.4822,13.23,-9999,-9999,15, Low Possibility
906117.060329528991133,-3404514.714298923965544,2015-12-21 22:10:00,-30.9563,141.5906,13.72,-9999,-9999,15, Low Possibility
892873.88782649114728,-3207471.243885067291558,2015-12-21 22:30:00,-29.212,141.2994,-9999,-9999,-9999,15, Low Possibility
764358.102204965078272,-3249182.910437393467873,2015-12-21 22:30:00,-29.6606,139.9918,21.19,-9999,-9999,14, Medium Possibility
701198.667439820594154,-3253106.694487113505602,2015-12-21 22:30:00,-29.7293,139.3353,16.39,-9999,-9999,15, Low Possibility
785800.35642083210405,-3291069.724962445441633,2015-12-21 22:40:00,-30.0213,140.2436,20.18,-9999,-9999,14, Medium Possibility
749596.836890959180892,-3286291.046344112604856,2015-12-21 22:50:00,-29.9991,139.8617,13.55,-9999,-9999,15, Low Possibility
738953.635025936877355,-3293288.266560271382332,2015-12-21 22:50:00,-30.0672,139.7548,20.53,-9999,-9999,12, Cloudy
898746.758621819783002,-3180302.929383694194257,2015-12-21 23:00:00,-28.9666,141.3397,-9999,-9999,-9999,15, Low Possibility
900426.543006762047298,-3185442.051247987430543,2015-12-21 23:00:00,-29.0112,141.361,-9999,-9999,-9999,15, Low Possibility
902442.886492797988467,-3185590.22560508409515,2015-12-21 23:00:00,-29.0112,141.382,-9999,-9999,-9999,15, Low Possibility
900253.034610093804076,-3187937.280121472198516,2015-12-21 23:00:00,-29.0335,141.3611,-9999,-9999,-9999,15, Low Possibility
902268.967942393268459,-3188085.425924217328429,2015-12-21 23:00:00,-29.0335,141.3821,-9999,-9999,-9999,15, Low Possibility
721705.458903071470559,-3307557.814407890662551,2015-12-21 23:00:00,-30.2035,139.5831,18.34,-9999,-9999,15, Low Possibility
759428.021648839348927,-3319977.022872700821608,2015-12-21 23:10:00,-30.2936,139.9866,20.81,-9999,-9999,15, Low Possibility
899082.505024422891438,-3175322.758253075182438,2015-12-21 23:20:00,-28.9221,141.3394,-9999,-9999,-9999,15, Low Possibility
904458.38080176373478,-3185749.917380748782307,2015-12-21 23:20:00,-29.0113,141.403,-9999,-9999,-9999,15, Low Possibility
906474.673627484822646,-3185898.754471607506275,2015-12-21 23:20:00,-29.0113,141.424,-9999,-9999,-9999,15, Low Possibility
908481.340741045773029,-3186047.211879245936871,2015-12-21 23:20:00,-29.0113,141.4449,-9999,-9999,-9999,15, Low Possibility
908315.792975299526006,-3188543.037150816060603,2015-12-21 23:20:00,-29.0336,141.4451,-9999,-9999,-9999,15, Low Possibility
910331.626626670476981,-3188692.508270452730358,2015-12-21 23:20:00,-29.0336,141.4661,-9999,-9999,-9999,15, Low Possibility
629993.320561750675552,-3199085.872306100092828,2015-12-21 23:20:00,-29.2828,138.5628,-9999,-9999,-9999,15, Low Possibility
629816.381962106912397,-3201592.267153853084892,2015-12-21 23:20:00,-29.3052,138.5623,-9999,-9999,-9999,15, Low Possibility
784027.166329409577884,-3257992.592181099113077,2015-12-21 23:20:00,-29.7279,140.2028,-9999,-9999,-9999,15, Low Possibility
694299.695644032908604,-3207346.696647599805146,2015-12-21 23:30:00,-29.3254,139.2362,-9999,-9999,-9999,15, Low Possibility
839089.438141829334199,-3343066.344755213707685,2015-12-21 23:30:00,-30.4524,140.8386,-9999,-9999,-9999,15, Low Possibility
737223.371965717640705,-3202204.733138155192137,2015-12-21 23:50:00,-29.2573,139.6793,-9999,-9999,-9999,15, Low Possibility
839795.841843096655793,-3183604.224011323880404,2015-12-22 00:00:00,-29.0331,140.7314,-9999,-9999,-9999,15, Low Possibility
839625.030654159025289,-3186099.600188992451876,2015-12-22 00:00:00,-29.0554,140.7314,-9999,-9999,-9999,15, Low Possibility
841308.425630513578653,-3191229.071860764175653,2015-12-22 00:00:00,-29.1,140.7525,-9999,-9999,-9999,15, Low Possibility
790434.155382116092369,-3253338.69293108722195,2015-12-22 00:00:00,-29.6828,140.2665,-9999,-9999,-9999,15, Low Possibility
946761.458553967415355,-3405157.358098901808262,2015-12-22 00:00:00,-30.9342,142.0196,-9999,-9999,-9999,15, Low Possibility
851293.212490900186822,-3403020.926284042652696,2015-12-22 00:20:00,-30.9786,141.0112,30.21,0.036799,461.9,10, Processed
839625.030654159025289,-3186099.600188992451876,2015-12-22 00:30:00,-29.0554,140.7314,-9999,-9999,-9999,15, Low Possibility
781055.65132784191519,-3300941.354148012120277,2015-12-22 00:30:00,-30.1119,140.2006,-9999,-9999,-9999,15, Low Possibility
867835.704400005750358,-3399057.437815316952765,2015-12-22 00:30:00,-30.9328,141.1827,-9999,-9999,-9999,15, Low Possibility
733424.518376455642283,-3285339.075026612728834,2015-12-22 01:00:00,-29.9994,139.6919,-9999,-9999,-9999,15, Low Possibility
628517.352966640959494,-3191485.96178268827498,2015-12-22 01:10:00,-29.2158,138.5434,-9999,-9999,-9999,15, Low Possibility
793008.345019418047741,-3304243.089128686115146,2015-12-22 01:20:00,-30.1344,140.328,-9999,-9999,-9999,15, Low Possibility
664147.275446361629292,-3345309.788039669860154,2015-12-22 01:50:00,-30.5691,139.0013,-9999,-9999,-9999,15, Low Possibility
723190.671653311466798,-3315292.82032739976421,2015-12-22 03:40:00,-30.2716,139.6035,23.97,0.097626,402.9,10, Processed
